"report-lift-rfile"
"Iteration" "report-lift"
("Iteration" "report-lift")
10117 1.645633
10118 1.645633
10119 1.645633
10120 1.645633
10121 1.645633
10122 1.645633
10123 1.645632
10124 1.645633
10125 1.645633
10126 1.645633
10127 1.645633
10128 1.645633
10129 1.645633
10130 1.645633
10131 1.645633
10132 1.645634
10133 1.645634
10134 1.645633
10135 1.645633
10136 1.645633
10137 1.645633
10138 1.645633
10139 1.645633
10140 1.645634
10141 1.645633
10142 1.645633
10143 1.645633
10144 1.645634
10145 1.645634
10146 1.645634
10147 1.645634
10148 1.645634
10149 1.645634
10150 1.645634
10151 1.645634
10152 1.645634
10153 1.645634
10154 1.645634
10155 1.645634
10156 1.645634
10157 1.645634
10158 1.645634
10159 1.645634
10160 1.645634
10161 1.645634
10162 1.645634
10163 1.645634
10164 1.645634
10165 1.645634
10166 1.645634
10167 1.645635
10168 1.645635
10169 1.645635
10170 1.645635
